	GSM2857543_M-17-1.CEL	GSM2857544_M-17-2.CEL	GSM2857545_M-17-3.CEL	GSM2857546_S-17-1.CEL	GSM2857547_S-17-2.CEL	GSM2857548_S-17-3.CEL	GSM2857549_C-17-1.CEL	GSM2857550_C-17-2.CEL	GSM2857551_C-17-3.CEL	GSM2857552_M-24-1.CEL	GSM2857553_M-24-2.CEL	GSM2857554_M-24-3.CEL	GSM2857555_S-24-1.CEL	GSM2857556_S-24-2.CEL	GSM2857557_S-24-3.CEL	GSM2857558_C-24-1.CEL	GSM2857559_C-24-2.CEL	GSM2857560_C-24-3.CEL	GSM2857561_M-49-1.CEL	GSM2857562_M-49-2.CEL	GSM2857563_M-49-3.CEL	GSM2857564_S-49-1.CEL	GSM2857565_S-49-2.CEL	GSM2857566_S-49-3.CEL	GSM2857567_C-49-1.CEL	GSM2857568_C-49-2.CEL	GSM2857569_C-49-3.CEL
Solyc09g082240.2	4.062317148	4.666636045	5.761372905	7.320379536	8.014411765	7.150957104	4.474664654	4.657112664	4.805997523	6.148387269	6.298651709	7.103945542	6.242427787	6.437670129	7.031459058	4.96286309	4.181063148	4.633348964	5.918700054	5.995170689	5.750816919	6.216221186	6.161028074	8.793320484	5.361617922	4.725742768	5.935354453
Solyc09g082250.2	4.062317148	4.666636045	5.761372905	7.320379536	8.014411765	7.150957104	4.474664654	4.657112664	4.805997523	6.148387269	6.298651709	7.103945542	6.242427787	6.437670129	7.031459058	4.96286309	4.181063148	4.633348964	5.918700054	5.995170689	5.750816919	6.216221186	6.161028074	8.793320484	5.361617922	4.725742768	5.935354453
Solyc09g082270.2	3.415233655	3.431445494	4.183655065	6.186359598	7.929541859	7.305424792	3.453290834	3.616944192	3.802513391	3.808017006	3.555635221	5.658461371	5.357126911	6.900132571	5.667106195	3.972916315	3.822368916	3.756536078	3.900878419	4.034852981	3.572059823	7.336367637	5.492410905	6.234665957	3.492817213	3.3092894	4.40376496
Solyc09g082300.2	3.441246232	3.097440035	3.764593299	4.28235572	3.378586194	3.279492453	2.822312916	3.452153565	3.534777151	3.264533242	3.049219941	3.764593299	3.265338704	3.905470939	3.440513777	3.393702819	2.981211464	3.208772769	4.165542514	3.746261338	3.152321227	5.005640661	3.606648108	3.576774994	3.525114483	3.21081401	3.278521039
Solyc09g082320.2	10.04848296	10.01489434	10.06761353	10.02434616	10.3938352	10.30808065	9.819830811	9.813623137	9.984064688	10.17749796	10.41243504	10.22874815	10.3586914	10.32858242	10.56960285	10.14598591	10.26058494	10.14774353	10.34262098	10.59014078	10.52579386	10.45224836	10.402748	10.75105179	10.35259397	10.20606205	10.27890158
Solyc09g082340.2	2.547726787	2.502697363	2.572582925	3.702827509	2.914401963	2.523713542	2.335368045	2.457939599	2.658212085	2.407785149	2.480110683	2.907927305	2.409875756	2.794629036	2.734005768	2.504437148	2.659158086	2.535319873	2.759680369	2.76428035	2.523062086	3.0214755	2.495884871	2.550447271	2.636953034	2.638447177	2.871381214
Solyc09g082350.1	2.670619904	2.707902523	2.510904869	3.3298021	2.805573176	2.682096368	2.351398547	2.455281501	2.747719251	2.357453954	2.594611382	2.778247891	2.430470938	2.873737747	2.736329621	2.490568648	2.659689124	2.723181409	2.520790526	2.783015337	2.476206923	3.079288838	2.355655576	2.42916252	2.498000208	2.690461985	2.775153439
Solyc09g082470.2	5.587207045	5.435653743	5.394687496	5.839250544	5.746640526	5.484223232	5.596847638	5.696607564	5.511707342	5.532918719	5.52289339	5.525840762	5.265152292	5.647692802	5.487953169	5.639688963	5.597719837	5.459931923	5.268164555	5.121532745	5.161564047	5.909099279	5.222748189	5.409947499	5.132452192	5.26132717	5.297838555
Solyc09g082520.2	10.96751537	11.07081218	11.2209549	10.35868104	10.94987404	11.0854028	11.14348931	10.95593805	10.97700084	11.26266069	11.35266746	10.94382016	11.49026079	11.36369512	10.70455688	10.81026118	10.90800483	10.7841711	10.79254383	10.99538925	11.11692203	11.0117473	11.24700394	11.29869318	11.27710337	11.35240176	10.32976064
Solyc09g082540.2	4.916346526	5.124118288	4.518545571	3.067593677	3.43430938	4.580297485	5.142164977	4.550006826	4.683834462	4.390220603	4.584270951	3.974050066	5.370312338	4.171779155	4.145462772	4.282170685	4.804885593	4.308110604	3.875255847	4.100816382	4.348183401	4.192993101	4.142430569	4.127493552	5.057805184	5.230465409	3.995748091
Solyc09g082570.2	5.55520914	5.940507296	5.89255753	6.058791859	6.286828306	6.058557611	5.115039014	5.692506604	5.564164731	5.516569551	5.836383798	5.795361511	5.765767182	6.139924974	5.725235589	5.714325514	5.947966491	5.687547515	5.835525578	5.676006648	5.815220777	6.178228398	6.493944267	6.274805878	5.025688553	5.531259375	5.296724121
Solyc09g082630.2	8.077104562	7.986150615	7.758274577	7.492287736	7.771004539	8.040127507	7.770365541	8.264911781	8.443097891	8.809038532	8.353219562	8.068225406	9.117105685	9.480190641	8.934970921	8.098812907	8.101636858	8.210222747	7.843473846	8.169832264	8.142485385	8.634204931	8.599127	9.322240188	8.065172588	7.751885773	8.532739087
Solyc09g082650.2	9.72382819	9.713211314	9.680118683	9.267188415	9.642363177	9.608549416	9.559544773	9.676135353	9.647825262	9.597087624	9.467261988	9.531039489	10.27662831	10.29007828	9.847007419	9.617476133	9.492041267	9.681728666	9.399696544	9.471176595	9.633406329	9.744529119	9.718021615	9.921638004	9.555875242	9.709754636	9.622947152
Solyc09g082680.2	6.757708301	5.663759096	6.901008683	6.383689862	6.852244198	6.462459733	6.998130526	7.68550111	7.845601207	6.023696421	5.816748888	6.737655908	6.705804993	7.555520894	9.063165545	8.296786376	8.062476282	8.065358632	7.368867039	8.361706101	6.300364241	9.534961287	9.696883541	8.280589187	8.782942513	9.32586163	9.746143205
Solyc09g082690.2	6.757708301	5.663759096	6.901008683	6.383689862	6.852244198	6.462459733	6.998130526	7.68550111	7.845601207	6.023696421	5.816748888	6.737655908	6.705804993	7.555520894	9.063165545	8.296786376	8.062476282	8.065358632	7.368867039	8.361706101	6.300364241	9.534961287	9.696883541	8.280589187	8.782942513	9.32586163	9.746143205
Solyc09g082700.2	6.757708301	5.663759096	6.901008683	6.383689862	6.852244198	6.462459733	6.998130526	7.68550111	7.845601207	6.023696421	5.816748888	6.737655908	6.705804993	7.555520894	9.063165545	8.296786376	8.062476282	8.065358632	7.368867039	8.361706101	6.300364241	9.534961287	9.696883541	8.280589187	8.782942513	9.32586163	9.746143205
Solyc09g082710.2	8.438160336	8.184936141	8.244793725	7.334005759	8.134447971	8.373833881	8.234110411	8.227177402	8.82041502	8.127553646	8.566397444	7.91512329	8.315033744	7.399529763	7.916699573	9.017148481	9.286150384	8.887620666	8.681099865	9.086721711	8.563395454	7.276897139	8.392669687	7.880273358	10.30221715	9.480389283	7.780840508
Solyc09g082720.2	5.6191151	5.457760717	5.29522765	5.067584265	5.116845443	5.43144375	5.17468358	4.937543217	5.136640057	5.949136988	6.315058548	5.20536257	7.886015241	6.660689419	6.169377439	5.924346661	6.254190715	5.98280509	5.081162243	5.489636138	6.001432234	5.203948278	5.487393825	6.459370991	5.552186808	5.223814595	5.518566991
Solyc09g082730.2	8.457538408	8.491509671	8.490680161	8.634968347	8.700777777	8.464043402	8.101910181	8.234778041	8.266643574	9.135968635	8.928321417	8.780602933	9.427022276	9.160530732	9.217289952	8.688280236	8.418817601	8.629043084	8.379698296	8.783806955	9.090860571	9.052584891	8.520611989	9.284756699	7.472044556	7.50004734	8.865146098
Solyc09g082770.2	9.269763566	9.256544144	9.468611344	9.100750067	9.36778311	9.513967843	9.140799385	9.207359506	9.402145741	9.302354176	9.405130923	9.213880923	9.6143817	9.618916577	9.522798059	9.267901428	9.380341635	9.20675761	9.282432066	9.528016778	9.470177134	9.409119664	9.317119526	9.570531089	9.3236367	9.269135574	9.059414229
Solyc09g082780.2	10.71851304	10.94036588	10.42448913	8.439662783	9.446399228	10.50985379	10.76046949	10.62507608	10.42296614	10.46663145	10.50755553	9.172903117	11.19783904	10.22029537	9.056097943	10.21969945	10.5988237	10.53283256	9.146668258	8.945548634	9.850216102	8.321527265	8.780319032	8.973517625	10.23992579	10.60009523	8.379147783
Solyc09g082810.2	7.53519557	7.765846597	9.541213934	12.71578768	12.59450756	10.33366329	9.225593838	10.33301826	9.587650264	6.628986409	5.153513814	7.289660368	12.32834434	12.78593732	9.499311791	6.987706619	7.45396069	7.636645347	8.907890505	5.834921037	5.247615017	11.93201748	9.899943515	13.02396045	8.723903511	9.721036076	7.983651532
Solyc09g082860.2	7.338915334	7.568686035	6.591716651	6.042968733	7.066439163	6.642609737	6.935929493	6.447555642	5.859368321	6.735545663	6.562256383	6.330481925	7.979714839	6.824305793	6.620143157	5.887957979	6.4492422	5.995622611	5.320313679	6.2861463	6.260999214	6.406473036	7.273358346	6.495050895	5.794429099	6.324540253	5.546707341
Solyc09g082940.2	6.687485448	6.79896778	6.983505198	7.001445397	7.0143483	6.756632619	6.649240876	6.86612356	7.012194938	6.672890939	6.792884262	7.134769668	6.362088931	7.088374742	7.297113919	6.884857795	6.824020603	6.985894056	6.937002196	6.935596448	6.929599702	7.085458573	6.911078077	7.066470024	5.953658338	6.370487151	7.313223618
Solyc09g082950.1	3.959965323	3.835788599	4.274417351	4.374410372	4.195920474	3.992354591	3.960929637	3.713217506	4.076348402	3.971105738	3.578327154	3.789019096	3.97574396	4.106770613	3.957791872	3.631589186	3.789499105	3.974110339	4.06587171	4.305856035	3.919128828	4.379895467	4.132232513	4.229217425	3.854062113	3.916247194	4.432146441
Solyc09g082970.2	8.154277725	8.17225469	7.791477085	6.36728729	6.260916347	7.442362853	8.628205482	7.929646947	7.919049016	7.55789669	7.889426331	6.798198544	8.80731298	7.622841454	6.97687841	7.684606618	8.297365226	8.057759219	6.969672901	7.426826466	7.947082341	6.608351803	7.529720039	7.208933596	8.417142874	8.68691384	7.086470818
Solyc09g082980.2	10.04485863	10.19359023	9.296567877	7.196412252	7.694724453	8.655879779	10.54371781	10.26175258	9.948178178	9.260930808	8.983267404	8.152571984	9.414523269	9.017474431	8.306466447	9.186155947	9.185137101	9.48551536	8.426457759	8.420055207	9.230827179	7.061702728	8.284912286	8.095390976	9.85523926	10.72991943	8.847265063
Solyc09g082990.2	11.85825552	12.00029233	11.77987619	11.98184792	11.7834424	11.93753049	11.5979542	11.8502202	11.87330219	12.34142808	12.15216879	12.13170052	11.14502088	11.51136728	11.58649714	12.04411015	12.04265082	12.05384764	11.50473131	11.25264024	11.37884124	11.55007326	11.40650464	11.29683564	11.12269908	11.13175018	11.39781369
Solyc09g083000.2	4.162730281	4.3743689	3.687561942	3.296080614	3.350149576	3.702835386	4.521599075	4.127098778	4.016240743	3.925282486	3.868854674	3.933051211	4.924609101	3.750446889	3.367080562	3.47166105	3.967109148	3.691208344	4.281008417	3.60454325	3.926441641	3.773790799	3.554505729	3.498871942	4.434616223	4.597769977	3.909467553
Solyc09g083020.1	7.942132277	8.195172842	8.991443081	9.210137338	9.286725397	8.946479032	8.581951974	8.585487946	8.418097167	9.407890355	9.273238622	9.772422086	9.709715236	9.958660784	9.19683534	9.006800554	8.561437192	8.906464513	9.935924024	9.944439908	10.3153313	10.04582778	10.40027721	10.42148024	9.182219251	9.015946978	9.81466457
Solyc09g083070.2	8.702596974	8.81021884	8.591006367	7.733487272	8.270558169	8.54274671	8.667903066	8.772683287	8.886051404	8.562198548	8.60581979	8.207890463	8.865930297	8.598754401	8.279072253	8.688543223	8.776516828	8.596117367	8.120985443	8.272261557	8.410838173	7.843806475	8.231319403	8.471212936	8.457146453	8.58342423	7.956652264
Solyc09g083080.2	9.452705076	9.460187671	9.609111879	10.49442965	10.81183118	10.1034475	9.815211323	9.523134323	9.863253695	10.30053255	10.22004945	10.37333011	9.656797964	10.04482716	10.02713428	10.35587822	10.5054816	10.06597616	10.69488627	10.67864486	10.15039922	10.79238966	10.47028359	10.56849711	10.67065132	10.06588886	10.57709813
Solyc09g083120.2	5.735085237	5.675625673	5.589932074	5.740925848	5.717550884	5.49342006	5.463214827	5.631800584	5.35751168	5.443320228	5.46799591	5.518310124	5.291260395	5.397110894	5.651517421	5.22924139	5.138376065	5.303210012	5.268655428	4.950172199	5.042484184	5.22417503	4.823225653	5.090394426	4.949135343	4.975507671	5.550053377
Solyc09g083150.2	9.933072845	10.12683485	9.454103437	8.350440142	8.519653258	9.63143619	9.582724339	9.785921321	9.593495398	9.668406544	9.523224749	8.789317136	8.206601365	7.856612155	8.208734178	9.467274339	9.791371441	9.735829523	7.686356746	7.788760334	8.229635915	6.671216208	7.325304648	7.689384901	8.272461674	8.50589334	8.87529267
Solyc09g083290.2	9.710772461	10.14972062	9.557424307	8.737294471	8.694731084	9.234174746	9.980210502	10.09916412	9.846267654	9.774217628	9.715220317	9.513941166	10.44548001	9.843697085	9.561826106	9.405881581	9.554677144	9.369232969	9.475882393	9.361956436	10.13878015	9.141453577	9.759586526	10.42742254	9.725571491	9.983928544	8.5630579
Solyc09g083360.2	8.555950047	8.332027847	8.615474317	9.230493765	9.335353836	9.09319855	8.427888383	8.748818576	8.906785853	8.869914776	8.767647222	8.714504994	9.079799593	8.920574157	8.596664609	8.364952253	8.613626354	8.29096118	8.794936099	8.744935844	8.414812426	8.279320541	8.574892602	8.523367463	9.255070414	8.79945752	7.728527675
Solyc09g083370.2	8.555950047	8.332027847	8.615474317	9.230493765	9.335353836	9.09319855	8.427888383	8.748818576	8.906785853	8.869914776	8.767647222	8.714504994	9.079799593	8.920574157	8.596664609	8.364952253	8.613626354	8.29096118	8.794936099	8.744935844	8.414812426	8.279320541	8.574892602	8.523367463	9.255070414	8.79945752	7.728527675
Solyc09g083380.2	9.684368496	9.18218066	9.499002209	7.449285984	8.003183502	9.125938716	9.739774767	9.715213487	10.44924119	8.334762494	9.662879332	8.232113187	9.289930059	7.087474111	8.002299096	10.30885357	10.7171404	9.830924371	9.405732762	10.13464907	9.657464575	7.308580575	8.869534283	7.675603865	11.81157871	11.22539408	7.300974317
Solyc09g083410.2	6.056848264	5.839564338	5.446868647	4.681033048	4.23912517	5.515626483	5.838731712	5.529235366	5.547580424	5.515595829	5.484865131	4.800429002	6.768547165	5.746061927	5.168307791	5.418488196	5.950672918	5.553753776	4.696052488	4.866175174	5.198963789	4.529485968	4.616578675	5.008268187	5.66981308	5.594699654	5.018981417
Solyc09g083440.2	11.01291663	10.55890955	9.860079403	10.34424956	11.50789263	11.52464811	10.19581261	10.38239488	11.18152804	10.58608552	10.07526664	9.782426066	12.36978892	12.71026219	11.99277552	10.64769049	10.97572304	11.16388781	8.640020934	10.88784048	9.839491149	11.61154776	9.574981784	9.216269517	10.81778059	9.81328959	10.35570036
Solyc09g084450.2	7.783409243	7.827141844	5.818968775	6.016809698	5.930976119	6.369650571	6.547143904	7.488160188	8.092892675	6.514691704	6.195487788	6.39448337	3.579672116	8.612737026	6.795722629	8.239093747	8.13023146	9.252963351	7.348025566	8.29206837	6.752061569	9.520969103	6.915416921	4.511059866	9.001343448	8.595346908	8.60482852
Solyc09g084460.2	6.73516621	6.521434456	5.794631696	5.740746158	5.00369669	6.001965119	6.148409685	6.752166585	7.913211614	7.345190384	6.471074646	6.729909994	4.175719746	9.102605916	6.417485656	8.194091705	7.886529417	8.874961032	8.466983335	9.715870845	7.862931868	9.923618161	7.837141476	4.996094407	10.00226999	9.407805584	8.570383548
Solyc09g084470.2	5.686923176	5.215727067	5.770294616	5.464682619	4.07641726	5.634279668	5.749675465	6.016172983	7.733530552	8.175689064	6.746661504	7.065336617	4.771767376	9.592474806	6.039248682	8.149089663	7.642827374	8.496958713	9.585941104	11.13967332	8.973802168	10.32626722	8.75886603	5.481128949	11.00319653	10.22026426	8.535938576
Solyc09g084490.2	4.946541777	4.688968718	4.574014462	5.028112757	4.851925576	4.926128261	4.911301871	4.607638211	6.0385548	5.953098027	5.051963227	5.75823609	6.633043451	9.893408267	7.274702694	5.708096351	5.880589968	6.939074609	7.259018977	9.670914568	7.768800122	10.30951905	8.20636811	5.296087234	9.104446293	7.777972092	6.989434809
Solyc09g089490.2	8.996371946	9.225113708	7.792629386	6.551885677	6.49476759	6.629488661	8.218050045	8.799135814	9.173768575	7.984627299	7.00658972	7.179890487	9.430191483	11.67562046	8.527978287	8.780645023	9.338674249	9.891244044	8.004106642	11.05182247	9.503167164	12.73663422	9.29743936	7.843926652	11.25586142	10.64820802	9.021364427
Solyc09g089510.2	8.996371946	9.225113708	7.792629386	6.551885677	6.49476759	6.629488661	8.218050045	8.799135814	9.173768575	7.984627299	7.00658972	7.179890487	9.430191483	11.67562046	8.527978287	8.780645023	9.338674249	9.891244044	8.004106642	11.05182247	9.503167164	12.73663422	9.29743936	7.843926652	11.25586142	10.64820802	9.021364427
Solyc09g089520.2	2.606451369	2.778519471	2.661095041	4.036807331	2.862351991	2.591905228	2.691765228	2.631707589	3.123255424	2.730008152	3.069960511	3.515649328	3.33846304	7.514975638	4.635248707	2.933393376	2.958150997	4.046800998	4.284226236	6.802182758	5.195997066	10.46095815	5.289388929	4.182167483	5.173391747	4.381783737	4.461213309
Solyc09g089560.2	5.713177819	5.617066536	6.485989022	8.049583229	7.118387088	5.981270395	5.805942239	6.348115192	6.08017594	6.078435516	6.08820197	7.337906155	5.359901845	6.788017947	7.137221103	6.322596485	5.884724275	6.398039835	7.342658583	7.08083048	6.473886475	7.81892274	7.387290275	6.947421244	6.173630971	6.469550082	7.264101675
Solyc09g089580.2	3.915093451	4.387441281	4.533355323	4.846009033	5.027023108	4.568126481	3.978725821	3.79798772	3.773029643	5.189305518	5.300511436	5.476537738	6.397668669	5.668750862	6.272499006	4.38213647	4.053458194	4.345506112	5.31857322	5.907154679	6.299925647	8.207258095	6.328408898	6.597928786	4.74833992	5.299303587	5.424661342
Solyc09g089610.2	4.966386232	5.550441155	5.509447685	5.973423711	6.093049746	5.286112517	4.916027383	5.159046724	4.942634173	4.769849693	5.193648988	5.454117897	5.460775454	5.697790016	6.706341234	6.087871094	5.787682629	5.989627019	6.352158402	6.124298272	5.765445771	7.726816236	7.22649989	5.517823355	5.411337489	6.076564147	6.757268243
Solyc09g089670.2	9.178333151	8.81226099	9.300669411	9.699243071	10.16433373	9.754705912	9.129182844	9.290238304	9.781640658	8.832155307	9.138589556	9.511521822	9.347234866	9.238622322	9.488105883	9.704471052	9.856010097	9.34173593	9.803768251	9.520292998	9.278358034	9.555006811	9.704316946	9.461703598	9.749464693	9.441249366	9.429381919
Solyc09g089790.2	2.333922317	2.601911846	2.452636151	2.587861639	2.928844141	2.601911846	2.65158572	2.390611933	2.405683769	2.457479099	2.598739315	2.791939481	2.970853489	2.765374428	2.699278734	2.517666129	2.438258487	2.278936327	2.579314455	2.468461466	2.279911863	2.770358097	2.517935842	2.545388601	2.354610868	2.273926865	2.851882655
Solyc09g089880.2	6.457975368	6.605362169	6.82839628	6.720518788	7.124725276	6.807982972	6.339442658	6.626031674	6.65575603	6.428060376	6.729632646	6.819154711	6.877846439	7.428254126	7.211535927	6.729487803	6.675791319	6.886910943	6.796794136	6.753913338	6.811588859	7.617278313	7.014415988	7.062091951	6.253434832	6.602427483	6.999116595
Solyc09g089910.1	2.712804274	2.96616362	3.230941968	3.475938823	3.971028543	3.349651143	2.907632165	2.891238818	2.895107953	3.404300423	3.160638217	3.12507296	2.858067072	3.030085612	3.484426653	3.12507296	3.389757328	3.045012146	3.385804408	3.111558776	3.214756548	4.735773419	3.184982939	3.097957949	2.782565659	2.637800992	2.937082789
Solyc09g089930.1	5.496225159	6.456467372	7.093442849	6.353579055	7.959670067	6.772238141	2.916176237	3.070160453	3.394749789	7.985967119	7.552983426	7.666368659	5.941268378	6.784061427	6.887248615	6.282074315	6.628517229	5.893959602	5.641485672	5.798608108	6.014100469	8.973933172	7.351453325	6.129184432	5.497809304	5.903413525	7.320273213
Solyc09g090050.2	6.508722948	6.55865702	6.762528457	6.584114913	6.707362095	6.571284507	6.30711403	6.403739987	6.629291691	6.649193189	6.791962573	6.628749566	7.070524213	7.39905906	6.958326568	6.692527527	6.590456219	6.873042918	6.692760082	7.164179398	7.280479455	7.590751723	7.12816786	7.612493118	6.515990939	6.794123004	7.639671552
Solyc09g090060.2	2.982302041	2.881338092	2.869236887	4.148362568	3.872414034	2.869951835	2.79771517	3.09199334	2.925882612	3.071455383	2.850287212	3.101697994	2.842367923	2.966364727	3.186088461	3.071455383	2.878537605	2.872493624	3.599154616	3.326071651	2.952750224	3.693957265	3.20979129	2.969431239	3.433119087	2.982203721	3.172024515
Solyc09g090070.1	10.56467177	10.72335269	11.24863892	10.60304987	11.44376785	11.04592626	10.86560016	11.0695871	10.69874438	11.73210912	11.51717343	11.41373825	11.70036476	11.92391214	10.78471429	11.06473564	11.0216667	11.26974743	11.10122156	10.76645036	11.38399391	11.81012485	11.38861275	11.93775806	10.40466508	11.00341097	11.21264469
Solyc09g090100.2	9.18623694	9.354943223	9.395329582	9.699831911	9.616464205	9.225409326	9.211311599	9.391156548	9.291581672	9.376093458	9.270324286	9.43358305	9.271262129	9.788777193	9.335324587	9.187234397	9.187458275	9.295419777	9.430786888	8.744819135	9.000089818	9.494196999	9.208482483	9.993866985	9.174832743	9.579308977	9.175463701
Solyc09g090110.2	10.33466472	10.39616443	10.46713333	10.63412903	10.99506912	10.72408978	10.32643909	10.59653816	10.52054878	10.65172109	10.58616472	10.53703265	11.47492012	11.45019732	10.67789014	10.50546643	10.49799643	10.4872613	10.44079967	10.63701721	10.82295717	11.16596361	10.64453338	11.2770564	10.29301085	10.04970214	10.67859799
Solyc09g090120.2	7.79370051	7.881915638	7.675199687	7.232130275	7.078378452	7.558515078	7.88762233	7.739746759	7.834247427	7.720692093	7.812407518	7.385935646	7.757460992	7.183608442	7.301207265	7.648286987	7.875409075	7.720692093	7.495392002	7.564932268	7.500813963	7.178237884	7.335434376	7.480914279	7.669686148	7.822509042	7.242078356
Solyc09g090130.2	4.409140841	4.430123892	5.094528858	6.138336379	6.753489157	5.479947503	4.053297554	4.429730314	4.080915815	5.011450041	5.240312154	5.305023706	4.592316413	5.635613171	4.819807955	4.35287749	4.424644155	4.133541135	5.352070558	5.105727388	4.818951886	6.670445244	6.009602056	5.904692834	4.311068038	4.399838144	5.132974552
Solyc09g090140.2	11.03893695	11.18988154	9.978173553	8.467054726	9.420336273	10.63714445	11.08651938	10.51697143	10.49931973	10.33038253	10.43109804	9.110890228	11.91449741	10.44141283	9.497723753	9.948974925	10.73708384	10.12409903	9.301605839	9.344881533	10.06161395	9.181996942	9.375345094	10.16705453	10.88425206	10.99150533	8.976502319
Solyc09g090150.2	2.833433721	2.668491513	2.721631599	3.398567586	3.061852179	2.668491513	2.516609439	2.711224648	2.687483745	2.672286027	2.930746092	2.853608029	2.423210413	2.519802425	2.685228499	2.395365869	2.668491513	2.473419674	2.506270907	2.734101261	2.62970457	2.741717216	3.069686147	2.515120707	2.623306302	2.563403065	2.593750217
Solyc09g090190.2	9.740472004	9.718203707	9.647377089	9.262275594	9.346621961	9.967457614	10.11074936	10.01760785	10.14847335	9.613535971	9.708984976	9.612783373	9.762936559	9.526053557	9.771232466	10.18189496	10.37693065	9.883175556	9.810109337	9.884083338	10.02468947	9.806368235	9.786631875	9.862719429	9.887064529	9.787132127	10.00554988
Solyc09g090200.2	10.44372214	10.49080864	10.70837816	10.20755897	10.07395966	10.20686157	10.47545782	10.51015104	10.52543367	10.32826393	10.47846057	10.6763048	9.854214644	10.38490865	10.34549386	10.58796315	10.30188762	10.66333501	10.54236986	10.32579573	10.63984864	10.35708318	10.48952686	10.31290136	10.12210517	10.56132136	10.55706222
Solyc09g090250.2	5.202650255	5.252041978	5.287626206	5.84738226	5.495924337	5.289469961	5.362169935	5.428451342	5.378241168	5.039762991	5.177484054	5.734451598	5.429122786	5.621118166	5.817328889	5.507940399	5.193855574	5.506227355	6.134546958	5.802840049	5.668289423	6.2489536	6.128642302	5.691439064	5.730641931	5.532257635	6.208601352
Solyc09g090270.2	7.29434432	7.359829116	8.234833807	9.373129411	8.769286391	7.868020059	7.941065696	8.038832472	8.074275255	7.911107387	7.873575371	8.891997717	7.562104314	8.388666497	8.51596646	8.238125117	7.684614102	7.985178187	8.855775801	8.858692927	8.21557117	8.751931161	8.41600186	8.120191531	7.754114808	7.35430166	8.787604776
Solyc09g090300.2	8.067316012	7.927032919	8.292993212	9.304618447	8.743111986	8.319334122	8.039585302	8.230853292	8.256483782	8.356820027	8.314430098	8.767597602	7.977818706	8.549591761	8.922101772	8.203836355	8.09110948	8.126314675	8.810564357	8.663890192	8.195818916	8.847479181	8.501816265	8.600138438	7.913358986	7.668609307	8.675761506
Solyc09g090330.2	9.403613017	9.539216581	8.750930109	7.248185237	7.907924443	8.888686257	8.830621562	8.807984132	8.957398584	9.051954744	9.02220768	7.914331083	8.665264796	7.881572245	7.880751334	8.643162492	9.245950373	8.828546512	7.240901298	7.540230602	8.181030006	7.126946377	7.065374184	7.628704998	8.19205891	8.211737017	8.290564444
Solyc09g090370.2	6.663951136	6.585588071	7.007439602	7.37011422	7.024970203	6.720666861	6.616580622	6.78111233	6.934052237	6.836889365	7.003782418	7.323360278	6.504337524	7.368529268	7.483229763	7.039288705	6.842265405	7.067467887	7.262445814	7.508321258	7.097265952	7.862333116	7.508761608	7.547481433	6.766308118	6.86037391	7.585308282
Solyc09g090410.2	9.292739541	9.142415623	9.281861795	9.42567495	9.093965359	9.190000315	9.349704773	9.475223517	9.568809869	9.165174604	9.047305361	9.179369728	8.343500903	8.475859263	9.053078865	9.219726467	9.292562337	9.135867777	9.221288091	8.85909062	8.829867466	8.243431243	8.659361812	8.669606942	9.15075738	8.982410774	8.836610276
Solyc09g090420.2	7.109514971	6.903284825	7.27121821	8.545485619	7.867157058	7.08430273	7.210859315	7.284579544	7.442404257	7.341831819	7.189720011	8.122513175	6.532439545	7.573176165	7.975385479	7.550330654	7.271469453	7.225181744	8.269209552	7.834406467	7.492018052	8.097169643	8.063763036	7.947919647	7.20800696	6.888576768	8.054213913
Solyc09g090430.2	9.60700969	9.915749128	9.769653211	9.048304627	9.67198374	9.707056982	9.875357778	9.907694484	9.572638158	9.858073818	9.369914368	9.125390276	9.291001588	9.540165062	8.439009951	8.881090626	8.752562354	9.124875703	8.795122414	8.159900034	8.778783731	9.446385342	8.82119123	8.702582139	8.986078505	9.408660717	8.473844629
Solyc09g090470.2	7.06236951	6.926897073	7.54900854	8.753675488	8.958165195	8.026346947	6.378678207	7.183413054	7.104218445	8.270576476	7.645981225	8.52313678	5.800802616	7.584636466	7.179457891	7.43963657	7.35512347	7.365771051	7.664575265	7.82877986	7.443160545	9.632334887	8.168094752	7.569838685	5.950192893	6.34940068	7.46797006
Solyc09g090500.2	5.287424926	4.434833909	6.243763329	6.268775514	5.825776169	5.442167643	6.62129554	6.79412782	6.849386069	4.973420709	5.179271488	6.705124026	4.649627614	4.193981624	6.436183745	6.724450894	6.598657327	6.686096412	7.622283697	7.080666704	6.39735382	5.377953133	7.793809492	4.903129868	7.005918197	7.310853211	7.151008121
Solyc09g090570.2	11.03793451	10.73598408	10.82278033	10.65884292	10.01882915	10.40844421	10.96978465	11.24822807	11.41443977	10.79162739	10.54818368	10.64411336	11.15168668	10.98645775	11.50959949	10.82944006	10.79025344	10.70966362	11.05309994	11.15696675	10.95684871	11.13000701	11.54318572	11.55958935	11.52385795	11.20432701	11.75549263
Solyc09g090580.2	10.4643168	10.53277278	10.46713333	9.914439833	10.29104989	10.55965286	10.36545692	10.31974874	10.45174119	10.26466461	10.23655628	10.20826747	10.08441764	10.22580867	9.95131054	10.18284649	10.33262644	10.06758058	10.27503107	10.34202096	10.25311106	10.24127356	10.19262904	10.23649522	10.828766	10.77532204	9.865425124
